id,season,week,season_type,start_date,neutral_site,conference_game,home_id,home_team,home_points,away_id,away_team,away_points,home_level,away_level
401756846,2025,1,regular,2025-08-23 16:00:00+00:00,True,True,2306,Kansas State,21.0,66,Iowa State,24.0,fbs,fbs
401767476,2025,1,regular,2025-08-23 17:00:00+00:00,False,True,2447,Nicholls,20.0,2916,Incarnate Word,6.0,fcs,fcs
401760371,2025,1,regular,2025-08-23 20:00:00+00:00,False,False,2439,UNLV,38.0,304,Idaho State,31.0,fbs,fcs
401767126,2025,1,regular,2025-08-23 20:30:00+00:00,False,False,2502,Portland State,0.0,2627,Tarleton State,42.0,fcs,fcs
401756847,2025,1,regular,2025-08-23 22:30:00+00:00,False,False,2305,Kansas,31.0,278,Fresno State,7.0,fbs,fbs
401757218,2025,1,regular,2025-08-23 23:00:00+00:00,False,True,98,Western Kentucky,41.0,2534,Sam Houston,24.0,fbs,fbs
401767410,2025,1,regular,2025-08-23 23:30:00+00:00,True,False,2582,Southern,14.0,2428,North Carolina Central,31.0,fcs,fcs
401754516,2025,1,regular,2025-08-23 23:30:00+00:00,False,False,62,Hawai'i,23.0,24,Stanford,20.0,fbs,fbs
401773590,2025,1,regular,2025-08-28 19:00:00+00:00,False,False,2120,Central Washington,41.0,11,Colorado Mesa,14.0,ii,ii
401762522,2025,1,regular,2025-08-28 21:30:00+00:00,False,False,58,South Florida,34.0,68,Boise State,7.0,fbs,fbs
401773397,2025,1,regular,2025-08-28 22:00:00+00:00,True,False,2366,Marian College,21.0,2292,Indianapolis,45.0,,ii
401773488,2025,1,regular,2025-08-28 22:00:00+00:00,False,False,129,Saginaw Valley State,21.0,196,Northeastern State,28.0,ii,ii
401752794,2025,1,regular,2025-08-28 22:00:00+00:00,False,False,164,Rutgers,34.0,195,Ohio,31.0,fbs,fbs
401773470,2025,1,regular,2025-08-28 22:00:00+00:00,False,False,2392,Michigan Tech,37.0,132,Bemidji State,17.0,ii,ii
401773703,2025,1,regular,2025-08-28 22:00:00+00:00,False,False,2134,Clarion,34.0,112335,Wheeling,0.0,ii,ii
401767549,2025,1,regular,2025-08-28 22:00:00+00:00,False,False,2754,Youngstown State,24.0,2385,Mercyhurst,15.0,fcs,fcs
401762790,2025,1,regular,2025-08-28 22:00:00+00:00,False,False,189,Bowling Green,26.0,322,Lafayette,7.0,fbs,fcs
401767446,2025,1,regular,2025-08-28 23:00:00+00:00,False,False,282,Indiana State,41.0,2816,McKendree,24.0,fcs,ii
401773643,2025,1,regular,2025-08-28 23:00:00+00:00,False,False,2222,Ferris State,34.0,90,Pittsburg St,17.0,ii,ii
401761588,2025,1,regular,2025-08-28 23:00:00+00:00,False,False,2433,UL Monroe,29.0,2598,St. Francis (PA),0.0,fbs,fcs
401762789,2025,1,regular,2025-08-28 23:00:00+00:00,False,False,2006,Akron,0.0,2751,Wyoming,10.0,fbs,fbs
401756848,2025,1,regular,2025-08-28 23:00:00+00:00,False,False,2116,UCF,17.0,55,Jacksonville State,10.0,fbs,fbs
401754373,2025,1,regular,2025-08-28 23:00:00+00:00,False,False,152,NC State,24.0,151,East Carolina,17.0,fbs,fbs
401767209,2025,1,regular,2025-08-28 23:00:00+00:00,False,False,2900,St. Thomas (MN),35.0,2815,Lindenwood,13.0,fcs,fcs
401773514,2025,1,regular,2025-08-28 23:00:00+00:00,False,False,2170,Delta State,31.0,2118,Central Missouri,23.0,ii,ii
401773065,2025,1,regular,2025-08-28 23:00:00+00:00,False,False,122666,Wilson,7.0,330,Virginia St,35.0,ii,ii
401773691,2025,1,regular,2025-08-28 23:00:00+00:00,False,False,2682,Walsh,38.0,2699,West Liberty,10.0,ii,ii
401773639,2025,1,regular,2025-08-28 23:00:00+00:00,False,False,2364,Minnesota State Mankato,38.0,138,Northwest Missouri St,14.0,ii,ii
401773633,2025,1,regular,2025-08-28 23:00:00+00:00,False,False,2844,Wayne State (NE),21.0,2438,Nebraska-Kearney,28.0,ii,ii
401773478,2025,1,regular,2025-08-28 23:00:00+00:00,False,False,128,Northern Michigan,37.0,2817,Minnesota State Moorhead,44.0,ii,ii
401767327,2025,1,regular,2025-08-28 23:00:00+00:00,False,False,2450,Norfolk State,7.0,119,Towson,27.0,fcs,fcs
401767171,2025,1,regular,2025-08-28 23:00:00+00:00,False,False,2197,Eastern Illinois,24.0,2168,Dayton,14.0,fcs,fcs
401773093,2025,1,regular,2025-08-28 23:00:00+00:00,False,False,2128,University Of Charleston (WV),39.0,2940,Livingstone,10.0,ii,ii
401757219,2025,1,regular,2025-08-28 23:00:00+00:00,False,False,48,Delaware,35.0,2169,Delaware State,17.0,fbs,fcs
401773667,2025,1,regular,2025-08-28 23:00:00+00:00,False,False,611,Seton Hill,21.0,2986,Fairmont State,24.0,ii,ii
401773827,2025,1,regular,2025-08-28 23:05:00+00:00,False,True,2188,East Stroudsburg University,14.0,2205,Edinboro University,29.0,ii,ii
401773431,2025,1,regular,2025-08-28 23:30:00+00:00,False,False,2825,Quincy,38.0,3066,Concordia University St Paul,7.0,ii,ii
401777556,2025,1,regular,2025-08-28 23:30:00+00:00,False,False,559,University of Mary,28.0,565,Midland Lutheran College,22.0,ii,
401756876,2025,1,regular,2025-08-28 23:30:00+00:00,False,False,197,Oklahoma State,27.0,2630,UT Martin,7.0,fbs,fcs
401754517,2025,1,regular,2025-08-28 23:30:00+00:00,False,False,150,Duke,45.0,2210,Elon,17.0,fbs,fcs
401767468,2025,1,regular,2025-08-28 23:30:00+00:00,False,False,2277,Houston Christian,69.0,124386,Little Rock,0.0,fcs,
401767620,2025,1,regular,2025-08-28 23:30:00+00:00,False,False,2181,Drake,41.0,389,Upper Iowa University,7.0,fcs,ii
401767298,2025,1,regular,2025-08-28 23:30:00+00:00,False,False,2535,Samford,3.0,2698,West Georgia,34.0,fcs,fcs
401752674,2025,1,regular,2025-08-28 23:30:00+00:00,False,False,142,Missouri,61.0,2110,Central Arkansas,6.0,fbs,fcs
401756852,2025,1,regular,2025-08-29 00:00:00+00:00,False,False,248,Houston,27.0,2617,Stephen F. Austin,0.0,fbs,fcs
401773579,2025,1,regular,2025-08-29 00:00:00+00:00,False,False,2714,Western Colorado,45.0,2704,West Texas A&M,28.0,ii,ii
401773534,2025,1,regular,2025-08-29 00:00:00+00:00,False,False,2231,Fort Hays State,7.0,2025,Angelo State,28.0,ii,ii
401752793,2025,1,regular,2025-08-29 00:00:00+00:00,False,False,135,Minnesota,23.0,2084,Buffalo,10.0,fbs,fbs
401767369,2025,1,regular,2025-08-29 00:00:00+00:00,False,False,2466,Northwestern State,20.0,2016,Alcorn State,10.0,fcs,fcs
401773910,2025,1,regular,2025-08-29 00:00:00+00:00,False,True,2570,CSU Pueblo,43.0,613,South Dakota Mines,0.0,ii,ii
401773788,2025,1,regular,2025-08-29 00:00:00+00:00,False,False,2069,Black Hills State,21.0,2894,Sioux Falls,27.0,ii,ii
401777554,2025,1,regular,2025-08-29 00:00:00+00:00,False,True,2851,Winona State,7.0,134,Minnesota Duluth,35.0,ii,ii
401773545,2025,1,regular,2025-08-29 00:00:00+00:00,False,False,2201,Eastern New Mexico,28.0,2424,New Mexico Highlands,34.0,ii,ii
401773604,2025,1,regular,2025-08-29 00:00:00+00:00,False,False,2214,Emporia State University,27.0,568,Minot State,7.0,ii,ii
401762430,2025,1,regular,2025-08-29 00:30:00+00:00,False,False,5,UAB,52.0,2011,Alabama State,42.0,fbs,fcs
401762791,2025,1,regular,2025-08-29 01:00:00+00:00,False,False,275,Wisconsin,17.0,193,Miami (OH),0.0,fbs,fbs
401752796,2025,1,regular,2025-08-29 01:00:00+00:00,True,False,2132,Cincinnati,17.0,158,Nebraska,20.0,fbs,fbs
401760357,2025,1,regular,2025-08-29 02:00:00+00:00,False,False,21,San Diego State,42.0,2619,Stony Brook,0.0,fbs,fcs
401762432,2025,1,regular,2025-08-29 22:00:00+00:00,False,False,349,Army,27.0,2627,Tarleton State,30.0,fbs,fcs
401767140,2025,1,regular,2025-08-29 22:00:00+00:00,False,True,227,Rhode Island,31.0,2097,Campbell,20.0,fcs,fcs
401767256,2025,1,regular,2025-08-29 23:00:00+00:00,False,False,2142,Colgate,39.0,2405,Monmouth,42.0,fcs,fcs
401761589,2025,1,regular,2025-08-29 23:00:00+00:00,True,False,2429,Charlotte,11.0,2026,App State,34.0,fbs,fbs
401754374,2025,1,regular,2025-08-29 23:00:00+00:00,False,False,154,Wake Forest,10.0,338,Kennesaw State,9.0,fbs,fbs
401752802,2025,1,regular,2025-08-29 23:00:00+00:00,False,False,127,Michigan State,23.0,2711,Western Michigan,6.0,fbs,fbs
401779329,2025,1,regular,2025-08-29 23:00:00+00:00,False,False,2368,Marist,31.0,2441,New Haven,14.0,fcs,fcs
401773529,2025,1,regular,2025-08-29 23:00:00+00:00,True,False,110242,West Florida,48.0,2331,Lenoir-Rhyne,21.0,ii,ii
401766898,2025,1,regular,2025-08-29 23:00:00+00:00,False,False,2229,Florida International,42.0,2065,Bethune-Cookman,9.0,fbs,fcs
401756854,2025,1,regular,2025-08-29 23:30:00+00:00,False,False,2305,Kansas,46.0,2681,Wagner,7.0,fbs,fcs
401752795,2025,1,regular,2025-08-29 23:30:00+00:00,False,False,356,Illinois,52.0,2710,Western Illinois,3.0,fbs,fcs
401754375,2025,1,regular,2025-08-30 00:00:00+00:00,False,False,38,Colorado,20.0,59,Georgia Tech,27.0,fbs,fbs
401752667,2025,1,regular,2025-08-30 00:00:00+00:00,False,False,239,Baylor,24.0,2,Auburn,38.0,fbs,fbs
401757224,2025,1,regular,2025-08-30 01:30:00+00:00,True,False,2534,Sam Houston,21.0,2439,UNLV,38.0,fbs,fbs
