id,season,week,season_type,start_date,neutral_site,conference_game,home_id,home_team,home_points,away_id,away_team,away_points,home_level,away_level
401426532,2022,1,regular,2022-08-27T16:00:00.000Z,False,False,98,Western Kentucky,38,2046,Austin Peay,27,fbs,fcs
401405059,2022,1,regular,2022-08-27T16:30:00.000Z,True,True,77,Northwestern,31,158,Nebraska,28,fbs,fbs
401439512,2022,1,regular,2022-08-27T19:00:00.000Z,True,False,125762,Florida Memorial University,39,2206,Edward Waters,34,,ii
401413213,2022,1,regular,2022-08-27T19:30:00.000Z,True,False,55,Jacksonville State,42,2617,Stephen F. Austin,17,fcs,fcs
401413256,2022,1,regular,2022-08-27T19:30:00.000Z,False,False,2439,UNLV,52,304,Idaho State,21,fbs,fcs
401404146,2022,1,regular,2022-08-27T20:00:00.000Z,False,False,328,Utah State,31,41,UConn,20,fbs,fbs
401405058,2022,1,regular,2022-08-27T20:00:00.000Z,False,False,356,Illinois,38,2751,Wyoming,6,fbs,fbs
401411090,2022,1,regular,2022-08-27T21:00:00.000Z,False,False,52,Florida State,47,2184,Duquesne,7,fbs,fcs
401423448,2022,1,regular,2022-08-27T23:00:00.000Z,True,False,2011,Alabama State,23,47,Howard,13,fcs,fcs
401422922,2022,1,regular,2022-08-27T23:00:00.000Z,False,False,2382,Mercer,63,2413,Morehead State,13,fcs,fcs
401426530,2022,1,regular,2022-08-27T23:00:00.000Z,False,True,2226,Florida Atlantic,43,2429,Charlotte,13,fbs,fbs
401411091,2022,1,regular,2022-08-28T00:15:00.000Z,False,False,153,North Carolina,56,50,Florida A&M,24,fbs,fcs
401426531,2022,1,regular,2022-08-28T01:00:00.000Z,False,True,2638,UTEP,13,249,North Texas,31,fbs,fbs
401409235,2022,1,regular,2022-08-28T02:00:00.000Z,False,False,166,New Mexico State,12,2440,Nevada,23,fbs,fbs
401403853,2022,1,regular,2022-08-28T02:30:00.000Z,False,False,62,Hawai'i,10,238,Vanderbilt,63,fbs,fbs
401437007,2022,1,regular,2022-09-01T18:00:00.000Z,False,False,2424,New Mexico Highlands,18,2201,Eastern New Mexico,34,ii,ii
401433043,2022,1,regular,2022-09-01T21:30:00.000Z,False,False,2583,Southern Connecticut State,7,2974,Shepherd,48,ii,ii
