id,season,week,season_type,start_date,neutral_site,conference_game,home_id,home_team,home_points,away_id,away_team,away_points,home_level,away_level
401906139,2026,1,regular,2026-08-27 22:00:00+00:00,False,False,330,Virginia State,44.0,122666,Barton,17.0,ii,ii
401906839,2026,1,regular,2026-08-27 22:00:00+00:00,False,False,3077,Kentucky Christian,44.0,2316,Kentucky Wesleyan,24.0,,ii
401866615,2026,1,regular,2026-08-27 22:00:00+00:00,False,False,2169,Delaware State,41.0,2619,Stony Brook,34.0,fcs,fcs
401906193,2026,1,regular,2026-08-27 22:00:00+00:00,False,False,2882,UNC Pembroke,21.0,351,Wingate,13.0,ii,ii
401907643,2026,1,regular,2026-08-27 22:00:00+00:00,False,False,215,Slippery Rock,45.0,134,Minnesota Duluth,43.0,ii,ii
401906048,2026,1,regular,2026-08-27 22:00:00+00:00,False,False,2839,Tusculum,42.0,124180,Bluefield State,7.0,ii,ii
401866532,2026,1,regular,2026-08-27 22:00:00+00:00,False,True,119,Towson,18.0,311,Maine,21.0,fcs,fcs
401896383,2026,1,regular,2026-08-27 22:00:00+00:00,False,False,2413,Morehead State,40.0,2477,Ohio Dominican,42.0,fcs,ii
401907002,2026,1,regular,2026-08-27 22:00:00+00:00,False,False,2128,Charleston (WV),10.0,125,Grand Valley State,38.0,ii,ii
401907195,2026,1,regular,2026-08-27 22:00:00+00:00,False,False,2292,Indianapolis,39.0,2366,Marian (IN),7.0,ii,
401867894,2026,1,regular,2026-08-27 22:00:00+00:00,False,False,2754,Youngstown State,43.0,2385,Mercyhurst,10.0,fcs,fcs
401906602,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,2673,Valdosta State,38.0,2213,Emory & Henry,10.0,ii,ii
401907381,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,2438,Nebraska Kearney,20.0,2844,Wayne State (NE),21.0,ii,ii
401906943,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,2817,Minnesota St Moorhead,41.0,128,Northern Michigan,19.0,ii,ii
401907120,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,425,Northern State,42.0,2123,Chadron State,17.0,ii,ii
401868373,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,231,Furman,20.0,129469,Anderson (SC),3.0,fcs,ii
401907536,2026,1,regular,2026-08-27 23:00:00+00:00,False,True,611,Seton Hill,20.0,2188,East Stroudsburg,27.0,ii,ii
401868273,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,2506,Presbyterian,47.0,2842,UVA Wise,37.0,fcs,ii
401868315,2026,1,regular,2026-08-27 23:00:00+00:00,False,True,2545,SE Louisiana,28.0,2277,Houston Christian,34.0,fcs,fcs
401868279,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,2900,St. Thomas (MN),15.0,2851,Winona State,9.0,fcs,ii
401906620,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,2699,West Liberty,27.0,2682,Walsh,30.0,ii,ii
401868060,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,2046,Austin Peay,35.0,2241,Gardner-Webb,17.0,fcs,fcs
401868204,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,2710,Western Illinois,65.0,2471,Northwestern (IA),14.0,fcs,
401868169,2026,1,regular,2026-08-27 23:00:00+00:00,False,True,2815,Lindenwood,20.0,2127,Charleston Southern,17.0,fcs,fcs
401907110,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,2894,Sioux Falls,21.0,2069,Black Hills State,24.0,ii,ii
401907239,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,2586,Southwest Baptist,63.0,129741,William Woods,6.0,ii,
401907356,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,568,Minot State,30.0,2214,Emporia State,36.0,ii,ii
401896384,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,2166,Davidson,35.0,2148,Concord,41.0,fcs,ii
401868240,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,2698,West Georgia,10.0,236,Chattanooga,24.0,fcs,fcs
401906902,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,129,Saginaw Valley State,48.0,2816,McKendree,24.0,ii,ii
401867865,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,93,Murray State,14.0,2197,Eastern Illinois,28.0,fcs,fcs
401907346,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,102626,Texas Wesleyan,7.0,2122,Central Oklahoma,59.0,,ii
401906993,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,132,Bemidji State,29.0,2392,Michigan Tech,31.0,ii,ii
401906631,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,2105,Carson Newman,41.0,2838,Tiffin,38.0,ii,ii
401866614,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,2210,Elon,42.0,2249,Glenville State,7.0,fcs,ii
401868962,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,2447,Nicholls,44.0,2400,Mississippi Valley State,10.0,fcs,fcs
401874035,2026,1,regular,2026-08-27 23:00:00+00:00,False,False,110242,West Florida,34.0,79,Southern Illinois,31.0,fcs,fcs
401907234,2026,1,regular,2026-08-27 23:30:00+00:00,False,False,3066,Concordia St. Paul,38.0,2825,Quincy,21.0,ii,ii
401868070,2026,1,regular,2026-08-27 23:30:00+00:00,False,False,2630,UT Martin,24.0,2110,Central Arkansas,36.0,fcs,fcs
401868254,2026,1,regular,2026-08-27 23:30:00+00:00,False,False,2181,Drake,35.0,613,South Dakota Mines,38.0,fcs,ii
401907376,2026,1,regular,2026-08-28 00:00:00+00:00,False,False,137,Missouri Western,58.0,2043,Augustana (SD),63.0,ii,ii
401907161,2026,1,regular,2026-08-28 00:00:00+00:00,False,False,2704,West Texas,21.0,2714,Western Colorado,52.0,ii,ii
401869128,2026,1,regular,2026-08-28 00:00:00+00:00,False,False,2466,Northwestern State,37.0,2347,Louisiana Christian,42.0,fcs,
401907275,2026,1,regular,2026-08-28 00:00:00+00:00,False,False,2025,Angelo State,14.0,2231,Fort Hays,35.0,ii,ii
401907099,2026,1,regular,2026-08-28 00:00:00+00:00,False,False,2001,Adams State,45.0,2703,Western New Mexico,62.0,ii,ii
401907155,2026,1,regular,2026-08-28 00:00:00+00:00,False,False,2424,New Mexico Highlands,35.0,2201,Eastern New Mexico,34.0,ii,ii
401867874,2026,1,regular,2026-08-28 00:00:00+00:00,False,False,155,North Dakota,42.0,2341,Long Island University,21.0,fcs,fcs
401907144,2026,1,regular,2026-08-28 00:00:00+00:00,False,False,2570,CSU Pueblo,44.0,2118,Central Missouri,25.0,ii,ii
401907129,2026,1,regular,2026-08-28 00:00:00+00:00,False,False,11,Colorado Mesa,14.0,2364,Minnesota State,38.0,ii,ii
401907724,2026,1,regular,2026-08-28 00:00:00+00:00,False,False,2587,Southwest Minnesota State,10.0,628,Valley City State,7.0,ii,
401907007,2026,1,regular,2026-08-28 00:00:00+00:00,False,False,90,Pittsburg State,14.0,2222,Ferris State,42.0,ii,ii
401907702,2026,1,regular,2026-08-28 00:30:00+00:00,True,False,559,University of Mary,23.0,2826,Rocky Mountain,10.0,ii,
401868040,2026,1,regular,2026-08-28 22:00:00+00:00,False,True,222,Villanova,32.0,2729,William & Mary,35.0,fcs,fcs
401868007,2026,1,regular,2026-08-28 22:00:00+00:00,False,True,2230,Fordham,14.0,2142,Colgate,24.0,fcs,fcs
401868261,2026,1,regular,2026-08-28 22:00:00+00:00,False,False,2441,New Haven,22.0,2368,Marist,21.0,fcs,fcs
401866617,2026,1,regular,2026-08-28 22:00:00+00:00,False,False,2771,Merrimack,7.0,227,Rhode Island,34.0,fcs,fcs
401906145,2026,1,regular,2026-08-28 22:00:00+00:00,False,False,2331,Lenoir Rhyne,45.0,2676,Virginia Union,3.0,ii,ii
401866616,2026,1,regular,2026-08-28 23:00:00+00:00,False,True,399,UAlbany,28.0,160,New Hampshire,14.0,fcs,fcs
401868129,2026,1,regular,2026-08-29 01:00:00+00:00,False,True,2458,Northern Colorado,29.0,2692,Weber State,30.0,fcs,fcs
401868073,2026,1,regular,2026-08-29 02:00:00+00:00,False,True,13,Cal Poly,38.0,70,Idaho,34.0,fcs,fcs
401868792,2026,1,regular,2026-08-29 16:00:00+00:00,False,False,2168,Dayton,43.0,2986,Fairmont State,20.0,fcs,ii
401907012,2026,1,regular,2026-08-29 16:00:00+00:00,False,False,110254,Davenport,32.0,367,Gannon,20.0,ii,ii
401906641,2026,1,regular,2026-08-29 16:00:00+00:00,False,False,112335,Wheeling,27.0,2646,Thomas More,10.0,ii,ii
401856766,2026,1,regular,2026-08-29 16:00:00+00:00,True,False,2628,TCU,10.0,153,North Carolina,15.0,fbs,fbs
401867916,2026,1,regular,2026-08-29 16:00:00+00:00,False,True,2681,Wagner,7.0,2523,Robert Morris,28.0,fcs,fcs
401906177,2026,1,regular,2026-08-29 16:00:00+00:00,False,False,2707,West Virginia State,56.0,2804,Chowan,24.0,ii,ii
401907631,2026,1,regular,2026-08-29 17:00:00+00:00,False,True,2559,Shippensburg,16.0,209,Lock Haven,24.0,ii,ii
401906588,2026,1,regular,2026-08-29 17:00:00+00:00,False,False,196,Northeastern State,52.0,2170,Delta State,0.0,ii,ii
401906205,2026,1,regular,2026-08-29 17:00:00+00:00,False,False,2560,Shorter,65.0,134002,Andrew,6.0,ii,
401907454,2026,1,regular,2026-08-29 17:00:00+00:00,False,False,2022,American International,17.0,134001,Monroe,3.0,ii,
401869156,2026,1,regular,2026-08-29 17:00:00+00:00,False,False,2130,Chicago State,28.0,127991,Roosevelt,44.0,fcs,ii
401907576,2026,1,regular,2026-08-29 17:00:00+00:00,False,False,455,West Virginia Wesleyan,31.0,126086,Post,13.0,ii,ii
401906126,2026,1,regular,2026-08-29 17:00:00+00:00,False,False,2207,Elizabeth City State,14.0,2232,Fort Valley State,17.0,ii,ii
401868209,2026,1,regular,2026-08-29 17:00:00+00:00,False,False,2086,Butler,27.0,2245,Georgetown College Kentucky,23.0,fcs,
401906185,2026,1,regular,2026-08-29 17:30:00+00:00,False,False,495,BLUEFIELD,20.0,101784,Erskine,37.0,,ii
401868288,2026,1,regular,2026-08-29 18:00:00+00:00,False,False,2674,Valparaiso,59.0,102071,Lawrence Tech,13.0,fcs,
401867882,2026,1,regular,2026-08-29 18:00:00+00:00,False,False,233,South Dakota,59.0,2115,Central Connecticut,20.0,fcs,fcs
401907137,2026,1,regular,2026-08-29 18:00:00+00:00,False,False,2146,Colorado School of Mines,20.0,2848,Western Oregon,22.0,ii,ii
401906949,2026,1,regular,2026-08-29 19:00:00+00:00,False,True,2119,Central State,14.0,2310,Kentucky State,41.0,ii,ii
401864494,2026,1,regular,2026-08-29 19:00:00+00:00,False,False,30,USC,42.0,23,San José State,26.0,fbs,fbs
401868154,2026,1,regular,2026-08-29 19:00:00+00:00,False,True,2502,Portland State,24.0,302,UC Davis,31.0,fcs,fcs
401907246,2026,1,regular,2026-08-29 19:00:00+00:00,False,False,389,Upper Iowa,30.0,2939,Jamestown,13.0,ii,ii
401868324,2026,1,regular,2026-08-29 19:00:00+00:00,True,True,2011,Alabama State,30.0,2582,Southern,17.0,fcs,fcs
401858202,2026,1,regular,2026-08-29 19:30:00+00:00,False,True,258,Virginia,34.0,152,NC State,8.0,fbs,fbs
401868022,2026,1,regular,2026-08-29 19:30:00+00:00,False,True,107,Holy Cross,10.0,2329,Lehigh,35.0,fcs,fcs
401906157,2026,1,regular,2026-08-29 21:00:00+00:00,False,False,490,Benedict,32.0,2304,Johnson C. Smith,10.0,ii,ii
401868084,2026,1,regular,2026-08-29 21:00:00+00:00,False,True,2464,Northern Arizona,34.0,331,Eastern Washington,27.0,fcs,fcs
401864577,2026,1,regular,2026-08-29 21:30:00+00:00,False,False,2449,North Dakota State,33.0,55,Jacksonville State,7.0,fbs,fbs
401866620,2026,1,regular,2026-08-29 21:30:00+00:00,False,False,2193,East Tennessee State,37.0,2097,Campbell,49.0,fcs,fcs
401867855,2026,1,regular,2026-08-29 22:00:00+00:00,False,False,282,Indiana State,21.0,2546,Southeast Missouri State,23.0,fcs,fcs
401868394,2026,1,regular,2026-08-29 22:00:00+00:00,False,True,2747,Wofford,42.0,2643,The Citadel,14.0,fcs,fcs
401867972,2026,1,regular,2026-08-29 22:00:00+00:00,False,False,2450,Norfolk State,56.0,2736,Winston-Salem State,0.0,fcs,ii
401906162,2026,1,regular,2026-08-29 22:00:00+00:00,False,False,2940,Livingstone,16.0,2019,Allen,37.0,ii,ii
401866613,2026,1,regular,2026-08-29 22:00:00+00:00,False,False,2261,Hampton,45.0,2355,Virginia Lynchburg,0.0,fcs,
401868101,2026,1,regular,2026-08-29 22:00:00+00:00,False,False,304,Idaho State,38.0,2678,VMI,10.0,fcs,fcs
401906151,2026,1,regular,2026-08-29 22:00:00+00:00,False,True,2220,Fayetteville State,33.0,2551,Shaw,20.0,ii,ii
401866618,2026,1,regular,2026-08-29 22:00:00+00:00,False,False,2448,North Carolina A&T,7.0,2415,Morgan State,17.0,fcs,fcs
401907403,2026,1,regular,2026-08-29 22:00:00+00:00,False,False,366,Ferrum,7.0,2107,Catawba,13.0,ii,ii
401906956,2026,1,regular,2026-08-29 22:00:00+00:00,False,False,2206,Edward Waters,42.0,125762,Florida Memorial University,28.0,ii,
401867982,2026,1,regular,2026-08-29 22:00:00+00:00,False,False,2569,South Carolina State,87.0,2542,Savannah State,0.0,fcs,ii
401867988,2026,1,regular,2026-08-29 22:00:00+00:00,False,True,257,Richmond,35.0,2083,Bucknell,14.0,fcs,fcs
401866619,2026,1,regular,2026-08-29 22:00:00+00:00,False,False,284,Stonehill,6.0,2803,Bryant,24.0,fcs,fcs
401866408,2026,1,regular,2026-08-29 22:30:00+00:00,False,True,2199,Eastern Michigan,28.0,16,Sacramento State,17.0,fbs,fbs
401907297,2026,1,regular,2026-08-29 23:00:00+00:00,False,False,2395,Midwestern State,30.0,2403,Missouri Southern State,23.0,ii,ii
401866621,2026,1,regular,2026-08-29 23:00:00+00:00,False,False,2635,Tennessee Tech,38.0,2405,Monmouth,14.0,fcs,fcs
401864570,2026,1,regular,2026-08-29 23:00:00+00:00,False,False,52,Florida State,34.0,166,New Mexico State,17.0,fbs,fbs
401868139,2026,1,regular,2026-08-29 23:00:00+00:00,False,False,2717,Western Carolina,45.0,2198,Eastern Kentucky,21.0,fcs,fcs
401868305,2026,1,regular,2026-08-29 23:00:00+00:00,False,True,2377,McNeese,27.0,2617,Stephen F. Austin,38.0,fcs,fcs
401858201,2026,1,regular,2026-08-29 23:00:00+00:00,False,False,24,Stanford,37.0,62,Hawai'i,27.0,fbs,fbs
401891332,2026,1,regular,2026-08-29 23:00:00+00:00,False,False,2287,Illinois State,76.0,2595,St. Francis (IL),0.0,fcs,
401868934,2026,1,regular,2026-08-29 23:00:00+00:00,True,False,2029,Arkansas-Pine Bluff,35.0,60,Morehouse,15.0,fcs,ii
401896385,2026,1,regular,2026-08-29 23:00:00+00:00,False,False,2016,Alcorn State,56.0,2396,Miles,7.0,fcs,ii
401907204,2026,1,regular,2026-08-29 23:00:00+00:00,False,False,2876,Lincoln (MO),27.0,2860,Central Methodist,11.0,ii,
401907243,2026,1,regular,2026-08-29 23:00:00+00:00,False,False,2654,Truman State,21.0,2687,Washburn,27.0,ii,ii
401868049,2026,1,regular,2026-08-29 23:00:00+00:00,False,False,2320,Lamar,21.0,2000,Abilene Christian,14.0,fcs,fcs
401868952,2026,1,regular,2026-08-29 23:00:00+00:00,False,False,2755,Grambling,49.0,2805,Clark Atlanta,7.0,fcs,ii
401872615,2026,1,regular,2026-08-29 23:00:00+00:00,False,False,2571,South Dakota State,70.0,56,Stetson,7.0,fcs,fcs
