id,season,week,season_type,start_date,neutral_site,conference_game,home_id,home_team,home_points,away_id,away_team,away_points,home_level,away_level
401218616,2020,1,regular,2020-08-30T01:00:00.000Z,True,False,2110,Central Arkansas,24,2046,Austin Peay,17,fcs,fcs
401238035,2020,1,regular,2020-09-04T00:00:00.000Z,False,False,5,UAB,45,2110,Central Arkansas,35,fbs,fcs
401207101,2020,1,regular,2020-09-04T01:00:00.000Z,False,False,2572,Southern Mississippi,21,6,South Alabama,32,fbs,fbs
401237353,2020,1,regular,2020-09-05T17:00:00.000Z,False,False,276,Marshall,59,2198,Eastern Kentucky,0,fbs,fcs
401235700,2020,1,regular,2020-09-05T17:30:00.000Z,False,False,349,Army,42,2393,Middle Tennessee,0,fbs,fbs
401212484,2020,1,regular,2020-09-05T20:30:00.000Z,False,False,326,Texas State,24,2567,SMU,31,fbs,fbs
401207098,2020,1,regular,2020-09-05T23:30:00.000Z,False,False,249,North Texas,57,2277,Houston Christian,31,fbs,fcs
401212553,2020,1,regular,2020-09-06T00:00:00.000Z,False,False,235,Memphis,37,2032,Arkansas State,24,fbs,fbs
401239884,2020,1,regular,2020-09-06T01:00:00.000Z,False,False,2638,UTEP,24,2617,Stephen F. Austin,14,fbs,fcs
401234576,2020,1,regular,2020-09-08T00:00:00.000Z,False,False,2426,Navy,3,252,BYU,55,fbs,fbs
401234559,2020,2,regular,2020-09-11T00:00:00.000Z,False,False,2390,Miami,31,5,UAB,14,fbs,fbs
401236038,2020,2,regular,2020-09-12T16:00:00.000Z,False,False,277,West Virginia,56,2198,Eastern Kentucky,10,fbs,fcs
401234565,2020,2,regular,2020-09-12T16:00:00.000Z,False,True,153,North Carolina,31,183,Syracuse,6,fbs,fbs
401236081,2020,2,regular,2020-09-12T16:00:00.000Z,False,False,2026,Appalachian State,35,2429,Charlotte,20,fbs,fbs
401236053,2020,2,regular,2020-09-12T16:00:00.000Z,False,False,2306,Kansas State,31,2032,Arkansas State,35,fbs,fbs
401236221,2020,2,regular,2020-09-12T16:00:00.000Z,False,False,66,Iowa State,14,309,Louisiana,31,fbs,fbs
401240113,2020,2,regular,2020-09-12T17:30:00.000Z,False,False,349,Army,37,2433,Louisiana Monroe,7,fbs,fbs
401234574,2020,2,regular,2020-09-12T18:30:00.000Z,False,True,87,Notre Dame,27,150,Duke,13,fbs,fbs
401207113,2020,2,regular,2020-09-12T19:30:00.000Z,False,False,326,Texas State,48,2636,UT San Antonio,51,fbs,fbs
